id,変換前(商品名/誤字),変換後(成分名)
2634,ジルチアゼム塩酸塩Ｒカプセル１００ｍｇ「サワイ」,ジルチアゼム塩酸塩
2635,ジルチアゼム塩酸塩徐放カプセル１００ｍｇ「日医工」,ジルチアゼム塩酸塩
2636,ジルチアゼム塩酸塩２００ｍｇ徐放カプセル,ジルチアゼム塩酸塩
2637,ヘルベッサーＲカプセル２００ｍｇ,ジルチアゼム塩酸塩
2638,ジルチアゼム塩酸塩Ｒカプセル２００ｍｇ「サワイ」,ジルチアゼム塩酸塩
2639,バスタレルＦ錠３ｍｇ,トリメタジジン塩酸塩
2640,ベラパミル塩酸塩４０ｍｇ錠,ベラパミル塩酸塩
2641,ワソラン錠４０ｍｇ,ベラパミル塩酸塩
2642,ジピリダモール散１２．５％「ＪＧ」,ジピリダモール
2643,ジピリダモール１２．５ｍｇ錠,ジピリダモール
2644,ペルサンチン錠１２．５ｍｇ,ジピリダモール
2645,ジピリダモール２５ｍｇ錠,ジピリダモール
2646,ペルサンチン錠２５ｍｇ,ジピリダモール
2647,ジピリダモール１００ｍｇ錠,ジピリダモール
2648,ペルサンチン錠１００ｍｇ,ジピリダモール
2649,ジピリダモール錠１００ｍｇ「ツルハラ」,ジピリダモール
2650,硝酸イソソルビド２０ｍｇ徐放錠,硝酸イソソルビド
2651,フランドル錠２０ｍｇ,硝酸イソソルビド
2652,硝酸イソソルビド２０ｍｇ徐放カプセル,硝酸イソソルビド
2653,ニトロールＲカプセル２０ｍｇ,硝酸イソソルビド
2654,トラピジル５０ｍｇ錠,トラピジル
2655,ロコルナール錠５０ｍｇ,トラピジル
2656,トラピジル１００ｍｇ錠,トラピジル
2657,ロコルナール錠１００ｍｇ,トラピジル
2658,ニトログリセリン錠,ニトログリセリン
2659,セパミット細粒１％,ニフェジピン
2660,ニフェジピン細粒１％「ツルハラ」,ニフェジピン
2661,セパミット－Ｒ細粒２％,ニフェジピン
2662,ニフェジピン錠１０ｍｇ「ツルハラ」,ニフェジピン
2663,ニフェジピン１０ｍｇ徐放Ｌ錠,ニフェジピン
2664,ニフェジピンＬ錠１０ｍｇ「日医工」,ニフェジピン
2665,ニフェジピンＬ錠１０ｍｇ「ツルハラ」,ニフェジピン
2666,ニフェジピン２０ｍｇ徐放Ｌ錠,ニフェジピン
2667,ニフェジピンＬ錠２０ｍｇ「日医工」,ニフェジピン
2668,ニフェジピンＬ錠２０ｍｇ「ツルハラ」,ニフェジピン
2669,ニフェジピンＬ錠２０ｍｇ「ＫＰＩ」,ニフェジピン
2670,ニフェジピン１０ｍｇ徐放ＣＲ錠,ニフェジピン
2671,アダラートＣＲ錠１０ｍｇ,ニフェジピン
2672,ニフェジピンＣＲ錠１０ｍｇ「サワイ」,ニフェジピン
2673,ニフェジピンＣＲ錠１０ｍｇ「ＮＰ」,ニフェジピン
2674,ニフェジピンＣＲ錠１０ｍｇ「日医工」,ニフェジピン
2675,ニフェジピンＣＲ錠１０ｍｇ「ＺＥ」,ニフェジピン
2676,ニフェジピンＣＲ錠１０ｍｇ「三和」,ニフェジピン
2677,ニフェジピン２０ｍｇ徐放ＣＲ錠,ニフェジピン
2678,アダラートＣＲ錠２０ｍｇ,ニフェジピン
2679,ニフェジピンＣＲ錠２０ｍｇ「サワイ」,ニフェジピン
2680,ニフェジピンＣＲ錠２０ｍｇ「ＮＰ」,ニフェジピン
2681,ニフェジピンＣＲ錠２０ｍｇ「日医工」,ニフェジピン
2682,ニフェジピン４０ｍｇ徐放ＣＲ錠,ニフェジピン
2683,アダラートＣＲ錠４０ｍｇ,ニフェジピン
2684,ニフェジピンＣＲ錠４０ｍｇ「サワイ」,ニフェジピン
2685,ニフェジピンＣＲ錠４０ｍｇ「ＮＰ」,ニフェジピン
2686,ニフェジピンＣＲ錠４０ｍｇ「日医工」,ニフェジピン
2687,ニフェジピン５ｍｇカプセル,ニフェジピン
2688,ニフェジピンカプセル１０ｍｇ「サワイ」,ニフェジピン
2689,セパミット－Ｒカプセル１０,ニフェジピン
2690,セパミット－Ｒカプセル２０,ニフェジピン
2691,硝酸イソソルビド錠,硝酸イソソルビド
2692,ニコランジル２．５ｍｇ錠,ニコランジル
2693,シグマート錠２．５ｍｇ,ニコランジル
2694,ニコランジル５ｍｇ錠,ニコランジル
2695,シグマート錠５ｍｇ,ニコランジル
2696,ニトロペン舌下錠０．３ｍｇ,ニトログリセリン
2697,ニトレンジピン５ｍｇ錠,ニトレンジピン
2698,バイロテンシン錠５ｍｇ,ニトレンジピン
2699,ニトレンジピン１０ｍｇ錠,ニトレンジピン
2700,バイロテンシン錠１０ｍｇ,ニトレンジピン
2701,ベニジピン塩酸塩２ｍｇ錠,ベニジピン塩酸塩
2702,コニール錠２,ベニジピン塩酸塩
2703,ベニジピン塩酸塩４ｍｇ錠,ベニジピン塩酸塩
2704,コニール錠４,ベニジピン塩酸塩
2705,ベニジピン塩酸塩８ｍｇ錠,ベニジピン塩酸塩
2706,コニール錠８,ベニジピン塩酸塩
2707,ベニジピン塩酸塩錠８ｍｇ「ＮＰＩ」,ベニジピン塩酸塩
2708,アムロジピンベシル酸塩２．５ｍｇ錠,アムロジピンベシル酸塩
2709,ノルバスク錠２．５ｍｇ,アムロジピンベシル酸塩
2710,アムロジン錠２．５ｍｇ,アムロジピンベシル酸塩
2711,アムロジピンベシル酸塩５ｍｇ錠,アムロジピンベシル酸塩
2712,ノルバスク錠５ｍｇ,アムロジピンベシル酸塩
2713,アムロジン錠５ｍｇ,アムロジピンベシル酸塩
2714,アムロジピンベシル酸塩２．５ｍｇ口腔内崩壊錠,アムロジピンベシル酸塩
2715,アムロジンＯＤ錠２．５ｍｇ,アムロジピンベシル酸塩
2716,ノルバスクＯＤ錠２．５ｍｇ,アムロジピンベシル酸塩
2717,アムロジピンベシル酸塩５ｍｇ口腔内崩壊錠,アムロジピンベシル酸塩
2718,アムロジンＯＤ錠５ｍｇ,アムロジピンベシル酸塩
2719,ノルバスクＯＤ錠５ｍｇ,アムロジピンベシル酸塩
2720,アムロジピンベシル酸塩１０ｍｇ錠,アムロジピンベシル酸塩
2721,アムロジン錠１０ｍｇ,アムロジピンベシル酸塩
2722,ノルバスク錠１０ｍｇ,アムロジピンベシル酸塩
2723,アムロジピン錠１０ｍｇ「ツルハラ」,アムロジピンベシル酸塩
2724,アムロジピン錠１０ｍｇ「トーワ」,アムロジピンベシル酸塩
2725,アムロジピン錠１０ｍｇ「ＮＳ」,アムロジピンベシル酸塩
2726,アムロジピン錠１０ｍｇ「あすか」,アムロジピンベシル酸塩
2727,アムロジピン錠１０ｍｇ「アメル」,アムロジピンベシル酸塩
2728,アムロジピン錠１０ｍｇ「科研」,アムロジピンベシル酸塩
2729,アムロジピン錠１０ｍｇ「杏林」,アムロジピンベシル酸塩
2730,アムロジピン錠１０ｍｇ「ケミファ」,アムロジピンベシル酸塩
2731,アムロジピン錠１０ｍｇ「サワイ」,アムロジピンベシル酸塩
2732,アムロジピン錠１０ｍｇ「タカタ」,アムロジピンベシル酸塩
2733,アムロジピン錠１０ｍｇ「タナベ」,アムロジピンベシル酸塩
2734,アムロジピン錠１０ｍｇ「日医工」,アムロジピンベシル酸塩
2735,アムロジピン錠１０ｍｇ「明治」,アムロジピンベシル酸塩
2736,アムロジピン錠１０ｍｇ「ＣＨ」,アムロジピンベシル酸塩
2737,アムロジピン錠１０ｍｇ「ＤＳＥＰ」,アムロジピンベシル酸塩
2738,アムロジピン錠１０ｍｇ「ＪＧ」,アムロジピンベシル酸塩
2739,アムロジピン錠１０ｍｇ「ＱＱ」,アムロジピンベシル酸塩
2740,アムロジピン錠１０ｍｇ「ＴＣＫ」,アムロジピンベシル酸塩
2741,アムロジピン錠１０ｍｇ「ＴＹＫ」,アムロジピンベシル酸塩
2742,アムロジピン錠１０ｍｇ「ＹＤ」,アムロジピンベシル酸塩
2743,アムロジピン錠１０ｍｇ「イセイ」,アムロジピンベシル酸塩
2744,アムロジピン錠１０ｍｇ「タイヨー」,アムロジピンベシル酸塩
2745,アムロジピン錠１０ｍｇ「フソー」,アムロジピンベシル酸塩
2746,アムロジピン錠１０ｍｇ「ニプロ」,アムロジピンベシル酸塩
2747,アムロジピンベシル酸塩１０ｍｇ口腔内崩壊錠,アムロジピンベシル酸塩
2748,アムロジンＯＤ錠１０ｍｇ,アムロジピンベシル酸塩
2749,ノルバスクＯＤ錠１０ｍｇ,アムロジピンベシル酸塩
2750,アムロジピンＯＤ錠１０ｍｇ「トーワ」,アムロジピンベシル酸塩
2751,アムロジピンＯＤ錠１０ｍｇ「ＮＰ」,アムロジピンベシル酸塩
2752,アムロジピンＯＤ錠１０ｍｇ「ＴＣＫ」,アムロジピンベシル酸塩
2753,アムロジピンＯＤ錠１０ｍｇ「ＺＥ」,アムロジピンベシル酸塩
2754,アムロジピンＯＤ錠１０ｍｇ「アメル」,アムロジピンベシル酸塩
2755,アムロジピンＯＤ錠１０ｍｇ「杏林」,アムロジピンベシル酸塩
2756,アムロジピンＯＤ錠１０ｍｇ「サワイ」,アムロジピンベシル酸塩
2757,アムロジピンＯＤ錠１０ｍｇ「サンド」,アムロジピンベシル酸塩
2758,アムロジピンＯＤ錠１０ｍｇ「タカタ」,アムロジピンベシル酸塩
2759,アムロジピンＯＤ錠１０ｍｇ「日医工」,アムロジピンベシル酸塩
2760,アムロジピンＯＤ錠１０ｍｇ「ＣＨ」,アムロジピンベシル酸塩
2761,アムロジピンＯＤ錠１０ｍｇ「ＪＧ」,アムロジピンベシル酸塩
2762,アムロジピンＯＤ錠１０ｍｇ「ＮＳ」,アムロジピンベシル酸塩
2763,アムロジピンＯＤ錠１０ｍｇ「ＹＤ」,アムロジピンベシル酸塩
2764,アムロジピンＯＤ錠１０ｍｇ「科研」,アムロジピンベシル酸塩
2765,アムロジピンＯＤ錠１０ｍｇ「ケミファ」,アムロジピンベシル酸塩
2766,アムロジピンＯＤ錠１０ｍｇ「フソー」,アムロジピンベシル酸塩
2767,アムロジピンＯＤ錠１０ｍｇ「明治」,アムロジピンベシル酸塩
2768,アムロジピンＯＤ錠１０ｍｇ「イセイ」,アムロジピンベシル酸塩
2769,アムロジピンＯＤ錠１０ｍｇ「あすか」,アムロジピンベシル酸塩
2770,アムロジピンＯＤ錠１０ｍｇ「武田テバ」,アムロジピンベシル酸塩
2771,一硝酸イソソルビド１０ｍｇ錠,一硝酸イソソルビド
2772,アイトロール錠１０ｍｇ,一硝酸イソソルビド
2773,一硝酸イソソルビド２０ｍｇ錠,一硝酸イソソルビド
2774,アイトロール錠２０ｍｇ,一硝酸イソソルビド
2775,ズファジラン錠１０ｍｇ,イソクスプリン塩酸塩
2776,ヘプロニカート錠１００ｍｇ「ＣＨ」,ヘプロニカート
2777,クロフィブラートカプセル,クロフィブラート
2778,ベザフィブラート２００ｍｇ徐放錠,ベザフィブラート
2779,ベザトールＳＲ錠２００ｍｇ,ベザフィブラート
2780,ベザフィブラート１００ｍｇ徐放錠,ベザフィブラート
2781,ベザトールＳＲ錠１００ｍｇ,ベザフィブラート
2782,フェノフィブラート５３．３ｍｇ錠,フェノフィブラート
2783,リピディル錠５３．３ｍｇ,フェノフィブラート
2784,トライコア錠５３．３ｍｇ,フェノフィブラート
2785,フェノフィブラート８０ｍｇ錠,フェノフィブラート
2786,リピディル錠８０ｍｇ,フェノフィブラート
2787,トライコア錠８０ｍｇ,フェノフィブラート
2788,パルモディア錠０．１ｍｇ,ペマフィブラート
2789,パルモディアＸＲ錠０．２ｍｇ,ペマフィブラート
2790,パルモディアＸＲ錠０．４ｍｇ,ペマフィブラート
2791,エラスチーム錠１８００,エラスターゼ
2792,ＭＤＳコーワ錠１５０,デキストラン硫酸ナトリウム
2793,ＭＤＳコーワ錠３００,デキストラン硫酸ナトリウム
2794,ニコモール錠,ニコモール
2795,ＥＰＬカプセル２５０ｍｇ,ポリエンホスファチジルコリン
2796,シンレスタール細粒５０％,プロブコール
2797,プロブコール２５０ｍｇ錠,プロブコール
2798,ロレルコ錠２５０ｍｇ,プロブコール
2799,シンレスタール錠２５０ｍｇ,プロブコール
2800,クエストラン粉末４４．４％,コレスチラミン
2801,メバロチン細粒０．５％,プラバスタチンナトリウム
2802,メバロチン細粒１％,プラバスタチンナトリウム
2803,プラバスタチンナトリウム５ｍｇ錠,プラバスタチンナトリウム
2804,メバロチン錠５,プラバスタチンナトリウム
2805,プラバスタチンナトリウム１０ｍｇ錠,プラバスタチンナトリウム
2806,メバロチン錠１０,プラバスタチンナトリウム
2807,メバレクト錠１０ｍｇ,プラバスタチンナトリウム
2808,プラバスタチンＮａ錠１０ｍｇ「チョーセイ」,プラバスタチンナトリウム
2809,プラバスタチンナトリウム錠１０ｍｇ「ツルハラ」,プラバスタチンナトリウム
2810,プラバスタチンＮａ錠１０ｍｇ「サワイ」,プラバスタチンナトリウム
2811,プラバスタチンＮａ錠１０ｍｇ「ケミファ」,プラバスタチンナトリウム
2812,プラバスタチンＮａ錠１０ｍｇ「トーワ」,プラバスタチンナトリウム
2813,プラバスタチンＮａ錠１０ｍｇ「オーハラ」,プラバスタチンナトリウム
2814,プラバスタチンＮａ錠１０ｍｇ「ＴＣＫ」,プラバスタチンナトリウム
2815,プラバスタチンＮａ錠１０ｍｇ「ＮＳ」,プラバスタチンナトリウム
2816,プラバスタチンナトリウム錠１０ｍｇ「ＹＤ」,プラバスタチンナトリウム
2817,プラバスタチンＮａ錠１０ｍｇ「ＮＩＧ」,プラバスタチンナトリウム
2818,シンバスタチン５ｍｇ錠,シンバスタチン
2819,リポバス錠５,シンバスタチン
2820,シンバスタチン錠５ｍｇ「ＳＷ」,シンバスタチン
2821,シンバスタチン錠５ｍｇ「トーワ」,シンバスタチン
2822,シンバスタチン錠５ｍｇ「ＹＤ」,シンバスタチン
2823,シンバスタチン錠５ｍｇ「ＥＭＥＣ」,シンバスタチン
